rank,name,link,symbol,feixiaohao,volume-usd,website,chat,date,exchangeNumber
837,Motocoin,https://coinmarketcap.com/currencies/motocoin/,MOTO,https://www.feixiaohao.com/currencies/motocoin/,15899.5,http://motocoin.org/,,,2
838,BriaCoin,https://coinmarketcap.com/currencies/briacoin/,BRIA,https://www.feixiaohao.com/currencies/briacoin/,7201.8,https://briacoin.com,,2017-06-30,1
839,AquariusCoin,https://coinmarketcap.com/currencies/aquariuscoin/,ARCO,https://www.feixiaohao.com/currencies/aquariuscoin/,3139.65,http://aquariuscoin.com/,,,2
840,Network Token,https://coinmarketcap.com/currencies/network-token/,NTWK,https://www.feixiaohao.com/currencies/network-token/,2992.19,http://www.networktoken.io/,https://t.me/joinchat/F6uTcRGNAFiiD3nXBCQYMQ,2017-10-28,1
841,Kronecoin,https://coinmarketcap.com/currencies/kronecoin/,KRONE,https://www.feixiaohao.com/currencies/kronecoin/,10640.5,https://bitcointalk.org/index.php?topic=2068475.0,,2017-09-07,2
842,Catcoin,https://coinmarketcap.com/currencies/catcoin/,CAT,https://www.feixiaohao.com/currencies/catcoin/,4237.95,http://www.catcoins.org/,,,1
843,Sativacoin,https://coinmarketcap.com/currencies/sativacoin/,STV,https://www.feixiaohao.com/currencies/sativacoin/,1216.84,https://www.sativacoin.io/,,,2
844,SatoshiMadness,https://coinmarketcap.com/currencies/satoshimadness/,MAD,https://www.feixiaohao.com/currencies/satoshimadness/,725.167,,,,1
845,Evotion,https://coinmarketcap.com/currencies/evotion/,EVO,https://www.feixiaohao.com/currencies/evotion/,1245.57,http://evotion.info/,,,2
846,Honey,https://coinmarketcap.com/currencies/honey/,HONEY,https://www.feixiaohao.com/currencies/honey/,2675.14,http://honeycoin.info,,,1
847,RonPaulCoin,https://coinmarketcap.com/currencies/ronpaulcoin/,RPC,https://www.feixiaohao.com/currencies/ronpaulcoin/,3628.68,http://www.ronpaulcoin.com/,,,2
848,SuperCoin,https://coinmarketcap.com/currencies/supercoin/,SUPER,https://www.feixiaohao.com/currencies/supercoin/,49604.6,https://supercoin.nl/,,,2
849,Coinonat,https://coinmarketcap.com/currencies/coinonat/,CXT,https://www.feixiaohao.com/currencies/coinonat/,63187.8,http://www.coinonat.org/,,,3
850,Gold Pressed Latinum,https://coinmarketcap.com/currencies/gold-pressed-latinum/,GPL,https://www.feixiaohao.com/currencies/gold-pressed-latinum/,8302.33,http://www.scificrypto.info/gpl/index.htm,,,1
851,SOILcoin,https://coinmarketcap.com/currencies/soilcoin/,SOIL,https://www.feixiaohao.com/currencies/soilcoin/,544.865,http://soilcoin.xyz/,,,1
852,EagleCoin,https://coinmarketcap.com/currencies/eaglecoin/,EAGLE,https://www.feixiaohao.com/currencies/eaglecoin/,8536.0,https://eaglepay.io/,https://t.me/eaglecoinworld,2017-11-17,3
853,CacheCoin,https://coinmarketcap.com/currencies/cachecoin/,CACH,https://www.feixiaohao.com/currencies/cachecoin/,14035.0,"https://www.cachecoin.cc/ , https://www.cachecoin.net/",,,2
854,300 Token,https://coinmarketcap.com/currencies/300-token/,300,https://www.feixiaohao.com/currencies/300-token/,25281.6,http://300tokensparta.com/,,2017-07-26,1
855,SixEleven,https://coinmarketcap.com/currencies/sixeleven/,611,https://www.feixiaohao.com/currencies/sixeleven/,21070.5,https://611project.org/,,,3
856,bitGold,https://coinmarketcap.com/currencies/bitgold/,BITGOLD,https://www.feixiaohao.com/currencies/bitgold/,410022.0,http://bit.ly/BitShares_GOLD,,,0
857,Money,https://coinmarketcap.com/currencies/money/,$$$,https://www.feixiaohao.com/currencies/money/,8619.28,http://moneyfoundation.github.io/moneypage/index.html,,,1
858,Digital Rupees,https://coinmarketcap.com/currencies/digital-rupees/,DRS,https://www.feixiaohao.com/currencies/digital-rupees/,10898.2,https://www.digitalrs.me/,,,1
859,BumbaCoin,https://coinmarketcap.com/currencies/bumbacoin/,BUMBA,https://www.feixiaohao.com/currencies/bumbacoin/,1927.78,http://bumbacoin.com/,,,2
860,GPU Coin,https://coinmarketcap.com/currencies/gpu-coin/,GPU,https://www.feixiaohao.com/currencies/gpu-coin/,4541.88,http://gpucoin.usedgpus.com/,,,2
861,Virtacoinplus,https://coinmarketcap.com/currencies/virtacoinplus/,XVP,https://www.feixiaohao.com/currencies/virtacoinplus/,1353.56,"https://www.virtacoin.plus/ , https://www.virtacoinplus.eu/",,,3
862,MustangCoin,https://coinmarketcap.com/currencies/mustangcoin/,MST,https://www.feixiaohao.com/currencies/mustangcoin/,9741.21,,,,3
863,X-Coin,https://coinmarketcap.com/currencies/x-coin/,XCO,https://www.feixiaohao.com/currencies/x-coin/,3468.3,http://x-coin.info/,,,2
864,ICOBID,https://coinmarketcap.com/currencies/icobid/,ICOB,https://www.feixiaohao.com/currencies/icobid/,3941.74,http://icobidplatform.net/,,,2
865,Bitgem,https://coinmarketcap.com/currencies/bitgem/,BTG,https://www.feixiaohao.com/currencies/bitgem/,8694.4,http://www.bitgem.pw/,,,1
866,iDice,https://coinmarketcap.com/currencies/idice/,ICE,https://www.feixiaohao.com/currencies/idice/,733.599,https://idice.io/,,2017-06-24,3
867,VirtualCoin,https://coinmarketcap.com/currencies/virtualcoin/,VC,https://www.feixiaohao.com/currencies/virtualcoin/,10161.3,,,,2
868,ARbit,https://coinmarketcap.com/currencies/arbit/,ARB,https://www.feixiaohao.com/currencies/arbit/,33422.6,,,,1
869,CompuCoin,https://coinmarketcap.com/currencies/compucoin/,CPN,https://www.feixiaohao.com/currencies/compucoin/,2029.54,http://compucoin.org/,,,1
870,Eryllium,https://coinmarketcap.com/currencies/eryllium/,ERY,https://www.feixiaohao.com/currencies/eryllium/,17543.7,https://eryllium.com/,,,2
871,GoldPieces,https://coinmarketcap.com/currencies/goldpieces/,GP,https://www.feixiaohao.com/currencies/goldpieces/,2927.19,http://goldpieces.net/,,,2
872,Bolenum,https://coinmarketcap.com/currencies/bolenum/,BLN,https://www.feixiaohao.com/currencies/bolenum/,2805.01,"http://bolenum.com/ , https://bolenumexchange.com/",,2017-08-18,2
873,NevaCoin,https://coinmarketcap.com/currencies/nevacoin/,NEVA,https://www.feixiaohao.com/currencies/nevacoin/,4305.42,https://nevacoin.net/,,,3
874,Freicoin,https://coinmarketcap.com/currencies/freicoin/,FRC,https://www.feixiaohao.com/currencies/freicoin/,921.605,http://freico.in,,,2
875,GlobalToken,https://coinmarketcap.com/currencies/globaltoken/,GLT,https://www.feixiaohao.com/currencies/globaltoken/,2428.11,http://globaltoken.org/,,2017-06-20,1
876,FuzzBalls,https://coinmarketcap.com/currencies/fuzzballs/,FUZZ,https://www.feixiaohao.com/currencies/fuzzballs/,3758.68,http://www.fyi-koerier.nl/fuzzballs.htm,,,2
877,BenjiRolls,https://coinmarketcap.com/currencies/benjirolls/,BENJI,https://www.feixiaohao.com/currencies/benjirolls/,7397.8,http://benjirolls.cf/,,,3
878,TEKcoin,https://coinmarketcap.com/currencies/tekcoin/,TEK,https://www.feixiaohao.com/currencies/tekcoin/,6738.51,http://tekcoin.org/,,,1
879,Theresa May Coin,https://coinmarketcap.com/currencies/theresa-may-coin/,MAY,https://www.feixiaohao.com/currencies/theresa-may-coin/,2781.56,http://www.theresamaycoin.com/,,,2
880,HempCoin,https://coinmarketcap.com/currencies/hempcoin-hmp/,HMP,https://www.feixiaohao.com/currencies/hempcoin-hmp/,11908.6,http://hempcoin.com/,,,1
881,ReeCoin,https://coinmarketcap.com/currencies/reecoin/,REE,https://www.feixiaohao.com/currencies/reecoin/,35271.9,http://reecoin.com/,,,1
882,Creatio,https://coinmarketcap.com/currencies/creatio/,XCRE,https://www.feixiaohao.com/currencies/creatio/,580.752,https://xcreatio.com/,,,3
883,Rupaya,https://coinmarketcap.com/currencies/rupaya/,RUPX,https://www.feixiaohao.com/currencies/rupaya/,15767.8,http://www.rupayacoin.org/,https://t.co/hrjiNGFSUW,2017-08-12,3
884,Neuro,https://coinmarketcap.com/currencies/neuro/,NRO,https://www.feixiaohao.com/currencies/neuro/,3141.85,http://neurocoin.org/,https://t.me/neurocoin,,1
885,QuazarCoin,https://coinmarketcap.com/currencies/quazarcoin/,QCN,https://www.feixiaohao.com/currencies/quazarcoin/,3109.16,,,,1
886,Beatcoin,https://coinmarketcap.com/currencies/beatcoin/,XBTS,https://www.feixiaohao.com/currencies/beatcoin/,864.327,http://beatcoin.info/,,,2
887,USDe,https://coinmarketcap.com/currencies/usde/,USDE,https://www.feixiaohao.com/currencies/usde/,669.787,http://usde.co/,"https://t.me/joinchat/AAAAAEOqrsqy400EWfMIbQ , https://discord.gg/2bRbvad",,1
888,Allion,https://coinmarketcap.com/currencies/allion/,ALL,https://www.feixiaohao.com/currencies/allion/,12467.2,http://www.trollpay.com/,,,3
889,LiteCoin Ultra,https://coinmarketcap.com/currencies/litecoin-ultra/,LTCU,https://www.feixiaohao.com/currencies/litecoin-ultra/,91122.6,http://www.litecoinultra.com/,,2017-08-31,2
890,ZetaMicron,https://coinmarketcap.com/currencies/zetamicron/,ZMC,https://www.feixiaohao.com/currencies/zetamicron/,11370.5,,,,1
891,EcoCoin,https://coinmarketcap.com/currencies/ecocoin/,ECO,https://www.feixiaohao.com/currencies/ecocoin/,8411.91,http://www.ecocoin.us/,,,2
892,Acoin,https://coinmarketcap.com/currencies/acoin/,ACOIN,https://www.feixiaohao.com/currencies/acoin/,2063.1,https://acoin.info/,,,2
893,BipCoin,https://coinmarketcap.com/currencies/bipcoin/,BIP,https://www.feixiaohao.com/currencies/bipcoin/,1452.81,https://bipcoin.org/,,,1
894,Solarflarecoin,https://coinmarketcap.com/currencies/solarflarecoin/,SFC,https://www.feixiaohao.com/currencies/solarflarecoin/,5069.45,http://solarflarecoin.us/,,,2
895,Cthulhu Offerings,https://coinmarketcap.com/currencies/cthulhu-offerings/,OFF,https://www.feixiaohao.com/currencies/cthulhu-offerings/,9126.33,http://cthulhu.tk/,,,1
896,Luna Coin,https://coinmarketcap.com/currencies/luna-coin/,LUNA,https://www.feixiaohao.com/currencies/luna-coin/,501.84,https://bitluna.org/,,,3
897,Flaxscript,https://coinmarketcap.com/currencies/flaxscript/,FLAX,https://www.feixiaohao.com/currencies/flaxscript/,2406.49,http://flaxscript.org,,,1
898,Bitcoin 21,https://coinmarketcap.com/currencies/bitcoin-21/,XBTC21,https://www.feixiaohao.com/currencies/bitcoin-21/,712.05,http://www.bitcoin-21.com/,,,1
899,Comet,https://coinmarketcap.com/currencies/comet/,CMT,https://www.feixiaohao.com/currencies/comet/,4765.69,https://cometcoin.com/,,,2
900,Global Tour Coin,https://coinmarketcap.com/currencies/global-tour-coin/,GTC,https://www.feixiaohao.com/currencies/global-tour-coin/,2104.45,http://www.gtccoinclub.com/,,2017-07-12,1
901,Spots,https://coinmarketcap.com/currencies/spots/,SPT,https://www.feixiaohao.com/currencies/spots/,13346.1,https://bitcointalk.org/index.php?topic=615513.0,,,2
902,AllSafe,https://coinmarketcap.com/currencies/allsafe/,ASAFE2,https://www.feixiaohao.com/currencies/allsafe/,2464.78,https://allsafetoken.com/,,,1
903,ExchangeN,https://coinmarketcap.com/currencies/exchangen/,EXN,https://www.feixiaohao.com/currencies/exchangen/,15437.6,http://www.exchangen.com/,,2017-10-17,2
904,Aerium,https://coinmarketcap.com/currencies/aerium/,AERM,https://www.feixiaohao.com/currencies/aerium/,29542.2,"https://www.aerium.info/ , https://www.aerium.co/",https://discord.gg/kTeyty7,2017-11-18,1
905,GuccioneCoin,https://coinmarketcap.com/currencies/guccionecoin/,GCC,https://www.feixiaohao.com/currencies/guccionecoin/,2008.28,https://guccionecoin.wordpress.com/,,,1
906,Debitcoin,https://coinmarketcap.com/currencies/debitcoin/,DBTC,https://www.feixiaohao.com/currencies/debitcoin/,1053.22,https://debitcoin.xyz/,,,2
907,Torcoin,https://coinmarketcap.com/currencies/torcoin-tor/,TOR,https://www.feixiaohao.com/currencies/torcoin-tor/,1355.2,http://torcoin.org/,,,1
908,Uro,https://coinmarketcap.com/currencies/uro/,URO,https://www.feixiaohao.com/currencies/uro/,551.316,http://uro.io,,,1
909,TajCoin,https://coinmarketcap.com/currencies/tajcoin/,TAJ,https://www.feixiaohao.com/currencies/tajcoin/,1030.6,http://tajcoin.tech/,,,2
910,Impact,https://coinmarketcap.com/currencies/impact/,IMX,https://www.feixiaohao.com/currencies/impact/,1029.51,http://impact-coin.com/,,,1
911,BnrtxCoin,https://coinmarketcap.com/currencies/bnrtxcoin/,BNX,https://www.feixiaohao.com/currencies/bnrtxcoin/,2827.67,http://www.bnrtx.com/,,2017-07-03,1
912,Enigma,https://coinmarketcap.com/currencies/enigma/,XNG,https://www.feixiaohao.com/currencies/enigma/,4146.37,http://www.enigmacoin.exnet.su/,,,1
913,Master Swiscoin,https://coinmarketcap.com/currencies/master-swiscoin/,MSCN,https://www.feixiaohao.com/currencies/master-swiscoin/,23865.4,https://www.swisopensource.com/,,,2
914,BOAT,https://coinmarketcap.com/currencies/doubloon/,BOAT,https://www.feixiaohao.com/currencies/doubloon/,5300.28,http://boatcoin.net/,,,1
915,AnarchistsPrime,https://coinmarketcap.com/currencies/anarchistsprime/,ACP,https://www.feixiaohao.com/currencies/anarchistsprime/,18749.9,http://www.anarchistsprime.info/,,,2
916,KingN Coin,https://coinmarketcap.com/currencies/kingn-coin/,KNC,https://www.feixiaohao.com/currencies/kingn-coin/,918.892,http://kingncoin.com/,,2017-06-25,1
917,SwapToken,https://coinmarketcap.com/currencies/swaptoken/,TOKEN,https://www.feixiaohao.com/currencies/swaptoken/,41913.1,http://trollpayment.com/,,,1
918,Useless Ethereum Token,https://coinmarketcap.com/currencies/useless-ethereum-token/,UET,https://www.feixiaohao.com/currencies/useless-ethereum-token/,2400.63,"https://uetoken.com/ , http://www.uselesstoken.com/",https://discord.gg/uXXwzVh,2017-07-06,1
919,Slevin,https://coinmarketcap.com/currencies/slevin/,SLEVIN,https://www.feixiaohao.com/currencies/slevin/,4771.63,,,2017-07-06,1
920,CybCSec,https://coinmarketcap.com/currencies/cybcsec/,XCS,https://www.feixiaohao.com/currencies/cybcsec/,107051.0,https://cybcsec.com/,,2017-10-07,1
921,bitEUR,https://coinmarketcap.com/currencies/biteur/,BITEUR,https://www.feixiaohao.com/currencies/biteur/,155779.0,http://bit.ly/BitShares_EURO,,,1
922,Iconic,https://coinmarketcap.com/currencies/iconic/,ICON,https://www.feixiaohao.com/currencies/iconic/,625.381,http://iconicproject.com/,,,1
923,Ripto Bux,https://coinmarketcap.com/currencies/ripto-bux/,RBX,https://www.feixiaohao.com/currencies/ripto-bux/,512.539,http://riptobux.com/,https://wavesplatform.slack.com/messages/C4JLSCDJ9/,,2
924,Steps,https://coinmarketcap.com/currencies/steps/,STEPS,https://www.feixiaohao.com/currencies/steps/,2792.25,,,,1
925,SocialCoin,https://coinmarketcap.com/currencies/socialcoin-socc/,SOCC,https://www.feixiaohao.com/currencies/socialcoin-socc/,624.334,http://www.social-coin.co.uk/,,2017-07-03,1
926,WomenCoin,https://coinmarketcap.com/currencies/women/,WOMEN,https://www.feixiaohao.com/currencies/women/,6994.69,https://www.women-coin.com/,https://discordapp.com/invite/68r7FUN,2017-07-11,2
927,PlayerCoin,https://coinmarketcap.com/currencies/playercoin/,PLACO,https://www.feixiaohao.com/currencies/playercoin/,2227.99,http://www.playercoin.world/,,2017-10-30,1
928,Skeincoin,https://coinmarketcap.com/currencies/skeincoin/,SKC,https://www.feixiaohao.com/currencies/skeincoin/,22586.2,http://skeincoin.co/,"https://discord.gg/qGpkFrP , https://t.me/joinchat/CqeByhFOKhuFmMjWYN356g",,1
929,Printerium,https://coinmarketcap.com/currencies/printerium/,PRX,https://www.feixiaohao.com/currencies/printerium/,4108.56,http://printerium.info/,,,2
930,Litecred,https://coinmarketcap.com/currencies/litecred/,LTCR,https://www.feixiaohao.com/currencies/litecred/,774.628,,,,2
931,GeertCoin,https://coinmarketcap.com/currencies/geertcoin/,GEERT,https://www.feixiaohao.com/currencies/geertcoin/,3242.92,,,,2
932,PRCoin,https://coinmarketcap.com/currencies/prcoin/,PRC,https://www.feixiaohao.com/currencies/prcoin/,27170.2,https://prcoin.io/,,,1
933,Project-X,https://coinmarketcap.com/currencies/project-x/,NANOX,https://www.feixiaohao.com/currencies/project-x/,94782.7,,,,1
934,DIBCOIN,https://coinmarketcap.com/currencies/dibcoin/,DIBC,https://www.feixiaohao.com/currencies/dibcoin/,1363.71,https://dibcoin.us/,,,1
935,VapersCoin,https://coinmarketcap.com/currencies/vaperscoin/,VPRC,https://www.feixiaohao.com/currencies/vaperscoin/,3007.34,,,,1
936,Roofs,https://coinmarketcap.com/currencies/roofs/,ROOFS,https://www.feixiaohao.com/currencies/roofs/,831.966,https://www.roofs.business/,,2017-10-30,1
937,Bitvolt,https://coinmarketcap.com/currencies/bitvolt/,VOLT,https://www.feixiaohao.com/currencies/bitvolt/,27777.2,http://bitvolt.co/,,,1
938,Quebecoin,https://coinmarketcap.com/currencies/quebecoin/,QBC,https://www.feixiaohao.com/currencies/quebecoin/,527.199,http://quebeco.in,,,1
939,TAGRcoin,https://coinmarketcap.com/currencies/tagrcoin/,TAGR,https://www.feixiaohao.com/currencies/tagrcoin/,933.165,http://www.tagrcoin.com/,,,1
940,PosEx,https://coinmarketcap.com/currencies/posex/,PEX,https://www.feixiaohao.com/currencies/posex/,865.604,,,,1
941,Credence Coin,https://coinmarketcap.com/currencies/credence-coin/,CRDNC,https://www.feixiaohao.com/currencies/credence-coin/,857.958,http://www.credencecoin.co/,,2017-11-07,2
942,MiloCoin,https://coinmarketcap.com/currencies/milocoin/,MILO,https://www.feixiaohao.com/currencies/milocoin/,2125.83,http://www.milocoin.info/,,,2
943,iBank,https://coinmarketcap.com/currencies/ibank/,IBANK,https://www.feixiaohao.com/currencies/ibank/,1121.9,,,,1
944,Vault Coin,https://coinmarketcap.com/currencies/vault-coin/,VLTC,https://www.feixiaohao.com/currencies/vault-coin/,2182.01,http://vltcoin.org/,,,2
945,Coupecoin,https://coinmarketcap.com/currencies/coupecoin/,COUPE,https://www.feixiaohao.com/currencies/coupecoin/,122930.0,http://www.coupecoin.com/,,2017-06-25,1
946,JavaScript Token,https://coinmarketcap.com/currencies/javascript-token/,JS,https://www.feixiaohao.com/currencies/javascript-token/,1124.33,http://javascripttoken.pagedemo.co/,,2017-10-28,1
947,BioBar,https://coinmarketcap.com/currencies/biobar/,BIOB,https://www.feixiaohao.com/currencies/biobar/,9007.45,http://biobar-crypto.ml/,,,1
948,Zonecoin,https://coinmarketcap.com/currencies/zonecoin/,ZNE,https://www.feixiaohao.com/currencies/zonecoin/,656.405,https://www.zonecoin.tech/,,,1
949,Veros,https://coinmarketcap.com/currencies/veros/,VRS,https://www.feixiaohao.com/currencies/veros/,37227.1,https://veros.org/,,,2
950,Cabbage,https://coinmarketcap.com/currencies/cabbage/,CAB,https://www.feixiaohao.com/currencies/cabbage/,1237.19,http://www.cabbage.tech,,,1
951,Coimatic 3.0,https://coinmarketcap.com/currencies/coimatic-3/,CTIC3,https://www.feixiaohao.com/currencies/coimatic-3/,2731.69,http://coimatic.com/,,2017-10-14,2
952,Argus,https://coinmarketcap.com/currencies/argus/,ARGUS,https://www.feixiaohao.com/currencies/argus/,5345.68,https://www.argusnetwork.co,,,3
953,Orlycoin,https://coinmarketcap.com/currencies/orlycoin/,ORLY,https://www.feixiaohao.com/currencies/orlycoin/,616.231,http://www.orlycoin.com/,,,1
954,Coimatic 2.0,https://coinmarketcap.com/currencies/coimatic-2/,CTIC2,https://www.feixiaohao.com/currencies/coimatic-2/,2675.67,http://coimatic.org/,,2017-07-25,2
955,LevoPlus,https://coinmarketcap.com/currencies/levoplus/,LVPS,https://www.feixiaohao.com/currencies/levoplus/,4171.13,http://levoplus.com/,,,1
